LDA_Topics,LDA_Perplexity,LDA_UMass_Coherence,KMeans_Clusters,KMeans_Silhouette,KMeans_Davies_Bouldin,SVD_Components,SVD_Variance_Explained,Topic_Labels,Cluster_Labels
10,62.76454330663115,-3.9880622584171377,10,0.6337464293245482,0.6846695548268994,50,0.8307975425409703,"{1: 'Topic 1: vehicle, commercial, overnight', 2: 'Topic 2: blocking, traffic, parked', 3: 'Topic 3: building, entire, entire building', 4: 'Topic 4: apartment, banging pounding, pounding', 5: 'Topic 5: loud, music, loud music', 6: 'Topic 6: use, leak, comment', 7: 'Topic 7: parking, sign, violation', 8: 'Topic 8: door, residential, floor', 9: 'Topic 9: access, partial, partial access', 10: 'Topic 10: blocked, hydrant, blocked hydrant'}","{1: 'Cluster 1: pest, trash, mold', 2: 'Cluster 2: entire building, entire, building', 3: 'Cluster 3: apartment, roadway, switch', 4: 'Cluster 4: license, plate, license plate', 5: 'Cluster 5: loud music, party, loud music party', 6: 'Cluster 6: banging pounding, banging, pounding', 7: 'Cluster 7: blocked hydrant, hydrant, blocked', 8: 'Cluster 8: access, television, loud television', 9: 'Cluster 9: sign, posted, posted parking', 10: 'Cluster 10: sidewalk, blocked sidewalk, blocked'}"
